CAS,LogBCF,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,qed
62_44_2,1.48,2.635972641,279.4811493,9.681798276,7.833004439,7.833004439,6.219545353,4.225397411,4.225397411,2.638576315,2.638576315,1.485689114,1.485689114,1.004424093,1.004424093,0,4.794537184,0,5.907179729,6.606881965,11.43689811,6.9237372,0,31.18920547,5.316788604,4.736862954,179.0946287,1.384615385,2,2.461538462,0.3,-1.51,13,166.115,831.1135118,9.577032202,4.499571342,3.151287546,77.71610109,10.68143227,0.493887434,10.68143227,0.220747436,0.065592692,0.220747436,-0.065592692,-0.493887434,2.0437,51.9147,179.219,1,3,0,0,0,1,0,1,2,1,3,0,3,0,0,0,70,10.05365156,5.749511833,0,5.907179729,0,0,4.794537184,0,0,0,0,31.18920547,12.61112347,6.606881965,1,9.531400138,11.594566,0,0,0,13.8474744,11.92367057,24.26546827,0,5.749511833,10.05365156,5.687386275,5.749511833,0,12.51406169,4.794537184,0,13.8474744,24.26546827,0,0,0,38.33,0,0,0,0,0,0,0,0,0,31.5,0.770678867
62_53_3,0.21,3.02146531,134.1073697,5.112884175,3.964101615,3.964101615,3.39384685,2.199358737,2.199358737,1.410683603,1.410683603,0.799572491,0.799572491,0.453038919,0.453038919,0,0,0,0,0,5.687386275,0,0,30.33183534,0,5.733667477,93.05784922,1,1.571428571,1.857142857,0,-0.98,7,86.073,47.19725257,4.186112957,1.646196216,0.92905918,42.77129382,5.357777778,0.398728829,5.357777778,0.031347593,0.821759259,0.031347593,0.821759259,-0.398728829,1.2688,30.8544,93.129,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,36,5.733667477,0,0,0,0,0,0,0,0,0,18.19910121,12.13273414,5.687386275,0,1,0,5.687386275,0,0,0,0,5.733667477,30.33183534,0,0,5.733667477,5.687386275,0,0,0,0,0,0,30.33183534,0,0,0,26.02,0,0,0,0,0,0,0,0,0,15.66666667,0.480075463
62_73_7,-0.3,4.102541909,180.5310796,8.905777394,5.913485973,8.319771056,5.037822563,2.449135192,4.665657625,1.325268814,4.168675611,0.718104749,2.154314246,0.264992572,1.034023438,7.822697123,4.565048285,0,4.491468174,0,6.262080448,14.21959508,0,0,13.57124149,23.20187978,219.9459007,1.363636364,1.818181818,2.090909091,0.5,0.27,11,213.92,200.2582242,11.27,5.011734618,4.665437086,74.64125316,11.02660494,0.528516826,11.02660494,0.528516826,0.167291667,0.409428295,-3.480300926,-0.409428295,2.6804,42.4985,220.976,0,4,0,0,0,0,0,0,4,0,7,0,4,0,0,0,66,4.523747162,10.75354862,0,0,0,7.822697123,9.047494323,4.565048285,0,0,23.20187978,0,14.21959508,0,0,18.13628977,31.0245769,0,0,0,0,14.21959508,10.75354862,0,0,0,0,0,31.0245769,14.21959508,18.13628977,0,0,10.75354862,0,0,0,44.76,0,10.33415659,0,0,0,0,0,0,24.10706019,-0.246772329,0.540193894
63_25_2,0.95,2.464953756,488.4510308,10.67336211,8.357948465,8.357948465,7.30886175,4.683739641,4.683739641,3.116804193,3.116804193,2.156410831,2.156410831,1.435589269,1.435589269,6.093240071,4.794537184,0,0,5.749511833,10.77244843,7.047671983,6.066367068,36.39820241,5.316788604,4.736862954,201.0789786,1.133333333,1.866666667,2.666666667,0.083333333,-2.03,15,190.137,3599.374368,9.522159782,4.002881594,1.908303217,87.66788139,11.09156226,0.411859733,11.09156226,0.411859733,0.452450869,0.409697068,-0.452450869,-0.409697068,2.558,59.0317,201.225,1,3,0,0,0,2,0,2,2,1,3,0,1,0,0,0,76,10.05365156,5.749511833,0,0,0,6.093240071,0,4.794537184,0,0,36.39820241,11.45259128,12.4338962,0,2,9.531400138,16.8656885,0,5.316788604,0,0,7.047671983,42.46456948,0,5.749511833,10.05365156,4.794537184,5.749511833,0,13.14091205,0,0,0,42.46456948,0,10.77244843,0,38.33,0,0,0,0,0,0,0,0,0,35.66666667,0.769567031
66_81_9,0.45,1.962195541,404.096576,14.86144284,12.09424372,12.09424372,9.363081101,7.409048571,7.409048571,6.535162076,6.535162076,4.529646142,4.529646142,3.604293346,3.604293346,6.103966388,19.49013895,0,48.19296579,18.75954929,6.420821623,0,0,6.9237372,12.2405258,0,281.1627082,1.15,1.75,2.35,0.8,-1.23,20,258.168,23013.25434,15.16441949,6.037731964,3.449745588,118.6654406,12.17643424,0.392368254,12.17643424,0.226338055,0.004920005,0.226338055,-0.739444444,-0.392368254,1.0415,72.5565,281.352,2,5,1,1,2,0,0,0,4,2,5,0,3,1,1,2,112,5.106527395,5.783244946,0,11.81435946,0,0,19.70040016,0,0,0,13.8474744,31.09827696,24.67745534,6.103966388,2,19.49013895,17.59760441,0,5.316788604,23.67162418,52.0555489,0,0,0,0,5.316788604,0,0,0,28.80809819,14.38361155,23.67162418,45.95158251,0,0,0,0,83.47,0,0,0,0,0,0,0,0,0,52.66666667,0.7571556
67_68_5,0.6,2.803039488,29.01955001,3.577350269,2.816496581,3.632993162,1.732050808,0.983163248,2.949489743,0.741581624,2.224744871,0,0,0,0,10.79956904,4.208898492,0,0,0,0,0,12.51153837,0,0,0,78.01393581,1.5,1.5,1.5,1,0.15,4,72.088,3.245112498,4.15,1.467460317,126.3722222,28.47844735,9.555555556,0.260157963,9.555555556,0.014804214,0.611111111,0.014804214,-0.611111111,-0.260157963,-0.0053,19.9904,78.136,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,26,0,0,0,0,0,0,4.208898492,0,0,0,0,0,23.31110741,0,0,4.208898492,10.79956904,0,0,0,0,12.51153837,0,0,0,0,0,0,0,16.72043686,10.79956904,0,0,0,0,0,0,17.07,0,-0.611111111,0,0,0,0,0,0,9.555555556,3.277777778,0.398185077
67_72_1,2.71,4.020391543,61.509775,7,3.267786838,7.803360514,3.25,1.383893419,3.651680257,0.995518138,5.557982986,0.321428571,2.892857143,0,0,7.585071871,0,0,0,0,0,0,0,0,0,69.60563934,233.8131161,0.5,0.625,0.625,1,1.74,8,236.74,21.30605883,9.74,2.773447112,3.04826129,76.9237905,5.144290123,0.236391438,5.144290123,0.236391438,1.849537037,0.078797146,-1.849537037,-0.078797146,3.7268,40.58,236.74,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,50,0,0,0,7.585071871,0,0,0,0,0,0,69.60563934,0,0,0,0,0,69.60563934,0,0,0,7.585071871,0,0,0,0,0,0,0,69.60563934,7.585071871,0,0,0,0,0,0,0,0,0,30.86574074,0,0,0,0,0,0,-3.699074074,0,0.562581613
68_12_2,-0.1,2.825749369,33.87430298,4.28445705,3.432812155,3.432812155,2.27005561,1.388328341,1.388328341,1.06902063,1.06902063,0.210818511,0.210818511,0,0,0,4.794537184,0,0,0,6.410095306,4.899909731,14.09534397,0,0,0,73.05276384,1.6,1.8,1.8,0.666666667,-0.53,5,66.039,9.651484454,4.47,1.758184438,3.47,31.39049103,9.430555556,0.351386795,9.430555556,0.208684718,0.75,0.208684718,0.75,-0.351386795,-0.2956,19.751,73.095,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,30,4.899909731,0,0,6.410095306,0,0,4.794537184,0,0,0,0,0,14.09534397,0,0,4.794537184,6.410095306,0,4.899909731,0,0,14.09534397,0,0,0,0,0,0,0,25.405349,4.794537184,0,0,0,0,0,0,20.31,0,0,0,0,0,0,0,0,0,15,0.39026824
71_43_2,0.63,3,71.96100506,4.242640687,3.464101615,3.464101615,3,2,2,1.154700538,1.154700538,0.666666667,0.666666667,0.384900179,0.384900179,0,0,0,0,0,0,0,0,36.39820241,0,0,78.04695019,0.333333333,0.5,0.666666667,0,-0.78,6,72.066,34.39946188,3.411570881,1.60576944,0.58239926,37.43140312,2,0.062268571,2,-0.062268571,2,0.062268571,2,-0.062268571,1.6866,26.442,78.114,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,1,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,36.39820241,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.442628372
71_55_6,0.7,3.023715784,20.36452798,4.5,2.633893419,4.901680257,2,1.06694671,2.200840129,0.781232424,3.629411557,0,0,0,0,3.792535936,0,0,0,0,0,6.9237372,0,0,0,34.80281967,131.9300331,1.2,1.2,1.2,1,0.87,5,130.381,3.609640474,5.87,1.545387578,52.99736161,46.01399182,5.06095679,0.187382185,5.06095679,0.187382185,1.083333333,0.084013451,-1.083333333,-0.084013451,2.3765,25.964,133.405,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,0,3.792535936,0,0,0,0,0,0,0,34.80281967,6.9237372,0,0,0,0,34.80281967,0,0,0,10.71627314,0,0,0,0,0,0,0,34.80281967,3.792535936,0,0,6.9237372,0,0,0,0,0,0,15.18287037,0,0,0,0,0,0,-1.083333333,1.483796296,0.445170557
72_43_5,2.5,2.414536858,526.4662385,15.45781916,11.64654242,13.91432926,9.952038268,6.300451395,7.434344814,4.520944729,6.889884114,3.225597422,3.880251092,2.163135524,2.91906447,3.792535936,0,0,5.917906046,0,22.62592665,0,14.21959508,48.53093655,0,44.27654558,344.0137628,0.714285714,1.047619048,1.285714286,0.25,-1.09,21,330.533,47493.01696,16.28344352,6.780315058,3.969087321,139.0851549,6.183928764,0.496768213,6.183928764,0.200859059,0.37563681,0.200859059,-1.455181642,-0.496768213,5.2059,88.121,345.653,0,2,0,0,0,2,0,2,2,0,5,0,4,0,0,0,112,9.473725908,11.49902367,0,3.792535936,0,0,0,0,0,0,59.06828794,35.39237126,0,20.13750113,2,9.473725908,34.80281967,0,0,0,9.710441982,14.21959508,59.65783953,0,11.49902367,9.473725908,0,11.49902367,34.80281967,18.01213102,0,0,17.04480903,48.53093655,0,0,0,18.46,0,18.55178629,0,0,0,0,0,0,-1.455181642,31.48672868,0.708529919
74_31_7,3.12,1.6862844,585.51805,13.62310958,11.08290377,11.08290377,9.898979486,6.64273441,6.64273441,4.559401077,4.559401077,3.009828585,3.009828585,2.013200239,2.013200239,0,0,0,0,0,22.7495451,0,0,36.39820241,59.16451376,0,260.1313485,0.35,0.65,1,0,-2.74,20,244.212,65963.75193,12.30181831,5.934210068,3.175525739,118.6453159,3.367199704,0.355525138,3.367199704,0.038522605,1.078529331,0.038522605,1.078529331,-0.355525138,5.1738,85.8914,260.34,2,2,0,0,0,3,0,3,2,2,2,0,4,0,0,0,98,10.63357721,0,0,0,0,0,0,0,0,0,36.39820241,48.53093655,22.7495451,0,3,0,22.7495451,0,0,0,0,10.63357721,84.92913896,0,0,10.63357721,22.7495451,0,0,0,0,0,0,84.92913896,0,0,0,24.06,0,0,0,0,0,0,0,0,0,39.66666667,0.675538973
